類別	名稱	地址	電話
居家護理	彰化基督教醫療財團法人附設鹿港基督教居家護理所	彰化縣鹿港鎮中正路480號	04-7779595
居家護理	昕家居家護理所	彰化縣鹿港鎮立德街8號2樓	04-7780663
居家護理	同楹居家護理所	彰化縣鹿港鎮海埔里海埔巷76之5號	09-31488872
居家護理	秀傳醫療財團法人附設彰濱居家護理所	彰化縣鹿港鎮鹿工路6號3樓	04-7813888
居家護理	健馨護理之家	彰化縣鹿港鎮鹿西路235巷17號	04-7762531
居家護理	名倫護理之家	彰化縣溪州鄉大庄村田中路49－30號	04-8806666-21
居家護理	秀傳醫療社團法人附設秀傳居家護理所	彰化縣彰化市中山路一段542號	04-7256166
居家護理	如沐居家護理所	彰化縣彰化市仁愛路102巷7號	09-66778881
居家護理	福康居家護理所	彰化縣彰化市介壽南路97號	09-22893720
居家護理	美美居家護理所	彰化縣彰化市天祥路60巷3號1樓	09-12633032
居家護理	芳鄰居家護理所	彰化縣彰化市向陽街213巷2弄15號	04-7521226
居家護理	子恩居家護理所	彰化縣彰化市延平路138號1Ｆ	09-30830816
居家護理	彰化基督教醫療財團法人附設彰化基督教居家護理所	彰化縣彰化市南校街135號	04-7238595
居家護理	彰宜居家護理所	彰化縣彰化市崙平南路435號8樓	04-7615755
居家護理	蒙恩居家護理所	彰化縣線西鄉沿海路二段51巷20之10號1樓	09-78312816
居家護理	李綜合醫療社團法人附設大甲居家護理所	臺中市大甲區八德街2號	04-26862288
居家護理	李宜玲居家護理所	臺中市大里區大智路538號7樓	04-22434167
居家護理	樂立居家護理所	臺中市大里區永隆路453巷40號1樓	04-24061999
居家護理	真善美居家護理所	臺中市大里區金城里35鄰成功路51巷16弄1號1樓	04-24915128
居家護理	仁愛醫療財團法人附設大里仁愛居家護理所	臺中市大里區國光路二段500號10樓之3	04-24819900
居家護理	大慶居家護理所	臺中市大里區國光路二段702號11樓Ａ3室	04-22657959
居家護理	大安心居家護理所	臺中市大里區環中東路六段236巷9號4樓	04-22735020
居家護理	敬誠居家護理所	臺中市大雅區民生路二段20號1、2樓	04-25662590
居家護理	心安居家護理所	臺中市大雅區神林路一段104巷19－3號1樓	04-25652537
居家護理	有我在居家護理所	臺中市大雅區學府路452巷19號4樓之2	09-36322590
居家護理	瞳馨居家護理所	臺中市太平區大興11街125巷29號1樓	09-00177920
居家護理	國軍臺中總醫院附設居家護理所	臺中市太平區中山路二段348號（113棟）	04-23924006
居家護理	輔信安和居家護理所	臺中市太平區中山路四段29之1之1號	04-23951398
居家護理	長安醫院附設居家護理所	臺中市太平區永平路一段9號6樓	04-36113678
居家護理	宜昌居家護理所	臺中市太平區宜昌路510巷15號地下1樓	04-22732551
居家護理	健康居家護理所	臺中市北屯區三光里1鄰東山路一段50巷97號1樓	04-24374149
居家護理	康歆居家護理所	臺中市北屯區文心路四段672號22樓之2	04-22373126
居家護理	春暉居家護理所	臺中市北屯區北屯里太原路三段161號3F之6	04-22378557
居家護理	光仁居家護理所	臺中市北屯區北屯路385號4樓	04-22341479
居家護理	育德居家護理所	臺中市北屯區北平路四段195號	04-22386231
居家護理	天德居家護理所	臺中市北屯區安順東九街58號	09-58221698
居家護理	明康居家護理所	臺中市北屯區昌平路1段40號1樓	04-22339119
居家護理	專業居家護理所	臺中市北屯區軍和街39號1樓	04-24368221
居家護理	華濟居家護理所	臺中市北屯區軍福18路46號	04-22396806
居家護理	特安居家護理所	臺中市北屯區祥順路一段428號1樓（含夾層）	04-23935690
居家護理	全程安寧居家護理所	臺中市北區大仁街68號1樓	04-23210811
居家護理	恩承居家護理所	臺中市北區中清路一段372號10樓Ｍ室	886-0918673581
居家護理	中國醫藥大學附設醫院附設居家護理所	臺中市北區育德路2號忠孝大樓2樓	04-22052121
居家護理	慈康居家護理所	臺中市北區英才路396號5樓之4	04-23269828
居家護理	康禎護理之家	臺中市外埔區水美路20－1號1、2、3、4樓	04-26877299
居家護理	佑仁居家護理所	臺中市外埔區水美路285巷110號2樓	04-26873250
居家護理	台中市私立合韻居家護理所	臺中市石岡區豐勢路65巷15號1樓	09-66819666
居家護理	杏林居家護理所	臺中市西屯區西屯路三段153－5號7樓之1	04-24650083
居家護理	安馨居家護理所	臺中市西屯區西安街277巷43號2樓	04-27065162
居家護理	晨光居家護理所	臺中市西屯區河南路2段259號3樓之5	04-24637383
居家護理	康福居家護理所	臺中市西屯區重慶路435號1樓	04-37073828
居家護理	逢甲安康居家護理所	臺中市西屯區逢甲路225巷28號1樓	04-24520991
居家護理	耆老林居家護理所	臺中市西屯區惠文七街100號8樓之1	04-23863730
居家護理	澄清綜合醫院中港分院附設居家護理所	臺中市西屯區福康路8號6樓	04-24632000
居家護理	臺中榮民總醫院附設居家護理所	臺中市西屯區臺灣大道四段1650號	04-23592525
居家護理	游秀惠居家護理所	臺中市西區三民路一段191號6樓之1	04-22254297
居家護理	中山醫學大學附設醫院附設居家護理所	臺中市西區中山路500號1樓	04-22062100
居家護理	康群居家護理所	臺中市西區忠明南路42號3樓	04-23238561
居家護理	暖暖居家護理所	臺中市西區南屯路一段152之5號12樓	09-27024416
居家護理	維陽居家護理所	臺中市西區英才路589巷9號6樓	04-23718206
居家護理	澤天居家護理所	臺中市西區臺灣大道二段181號12樓之15	04-22581817
居家護理	光田醫療社團法人附設光田居家護理所	臺中市沙鹿區大同街5－2號1樓	04-26363555
居家護理	光田醫療社團法人附設光田護理之家	臺中市沙鹿區大同街5－2號4樓	04-26365000
居家護理	僕子居家護理所	臺中市沙鹿區正德路120巷69號1樓	04-26317654
居家護理	馨晴居家護理所	臺中市東勢區新豐街90號1樓	04-25872206
居家護理	維欣居家護理所	臺中市東勢區豐勢路374號1樓（部分面積）	04-25884681
居家護理	臺中市私立良芳居家護理所	臺中市東勢區豐勢路50號1樓	09-66672950
居家護理	金老時居家護理所	臺中市南屯區文心南五路一段323－10號1樓	04-24755559
居家護理	豐馥居家護理所	臺中市南屯區永春東路1110號1樓	04-23804315
居家護理	長霖居家護理所	臺中市南屯區東興路2段180號201室	09-68635968
居家護理	林新醫療社團法人附設林新居家護理所	臺中市南屯區惠中路三段36號Ｂ1樓	04-22586688
居家護理	久立居家護理所	臺中市南區愛國街43號4樓	04-22210505
居家護理	品安居家護理所	臺中市烏日區中華路111號3樓	04-23370550
居家護理	林新醫療社團法人附設烏日林新居家護理所	臺中市烏日區榮和路168號1樓	04-23388766
居家護理	童綜合醫療社團法人附設居家護理所	臺中市梧棲區文華街28巷131號2樓	04-26581919
居家護理	平安居家護理所	臺中市清水區忠貞東街66號9樓（部分）	04-26275005
居家護理	洪幸雪居家護理所	臺中市新社區興社街二段17－6號3樓	04-25826213
居家護理	宥心居家護理所	臺中市潭子區大德北路113巷4號3樓	09-38313832
居家護理	佛教慈濟醫療財團法人附設台中慈濟居家護理所	臺中市潭子區豐興路一段66號6樓	04-36060666
居家護理	一家人居家護理所	臺中市豐原區中山路75號4樓（部份）	04-25345885
居家護理	怡安居家護理所	臺中市豐原區中正路749巷22弄10號4樓之2	04-25254742
居家護理	伊敏娟居家護理所	臺中市豐原區中正路749巷2弄24號	04-25268328
居家護理	林燕玲居家護理所	臺中市豐原區田心里4鄰育仁路186號2樓	04-25254607
居家護理	衛生福利部豐原醫院附設居家護理所	臺中市豐原區南陽里安康路100－6號2樓Ａ室	04-25271180
居家護理	真甘心居家護理所	臺中市豐原區富陽路235巷115弄37號1樓	09-39594104
居家護理	陳麗珍居家護理所	臺中市豐原區豐年路250巷20－3號2樓之2	04-25256380
居家護理	艾可居家護理所	臺中市豐原區豐原大道三段343巷62號1樓Ａ室	09-08339658
居家護理	林彩鳳居家護理所	臺中市霧峰區甲寅里中正路1056巷24號1樓	04-23397858
居家護理	新光醫療財團法人附設新光居家護理所	臺北市士林區文昌路95號	02-28332211
居家護理	吉馨安居家護理所	臺北市大同區甘州街51號4樓	02-25529357
居家護理	共護家居家護理所	臺北市大同區西寧北路86巷9號2樓－1	02-25521698
居家護理	鄰里居家護理所	臺北市大安區仁愛路4段300巷25弄6號2樓	02-27071010
居家護理	國泰醫療財團法人附設居家護理所	臺北市大安區仁愛路4段376號11樓	02-27082121
居家護理	臺北市私立幸福時光居家護理所	臺北市大安區永康街75巷1號1樓	02-77058110
居家護理	財團法人獎卿護理展望基金會大台北居家護理所	臺北市大安區和平東路1段216號10樓	02-23646040
居家護理	台灣基督長老教會馬偕醫療財團法人附設馬偕居家護理所	臺北市中山區中山北路2段96巷9號1－3樓	02-25433535
居家護理	臺北市立聯合醫院附設林森中醫居家護理所	臺北市中山區林森北路530號6樓	02-25916681
居家護理	泰安醫院附設溫馨居家護理所	臺北市中山區松江路2號3樓之3、4	02-77298779
居家護理	迦和居家護理所	臺北市中山區建國北路2段119號3樓	02-25084955
居家護理	溫邸家居家護理所	臺北市中山區新生北路2段72巷23號1樓	02-23670297
居家護理	永愛居家護理所	臺北市中正區中華路2段39巷6號4樓	02-23711959
居家護理	泰安居家護理所	臺北市中正區泉州街14－1號	02-25375633
居家護理	美樺居家護理所	臺北市中正區重慶南路1段121號5樓之10	02-23375156
居家護理	成功居家護理所	臺北市內湖區大湖里14鄰大湖山莊街219巷34弄1號2樓之4	02-27956652
居家護理	新聯寬居家護理所	臺北市內湖區民權東路6段123巷18號4樓之1	02-29728826
居家護理	康健居家護理所	臺北市內湖區民權東路6段180巷6號11樓之19	02-87919104
居家護理	好運居家護理所	臺北市內湖區民權東路6段266號6樓	02-26310670
居家護理	三軍總醫院附設民眾診療服務處附設居家護理所	臺北市內湖區成功路2段325號	02-87927056
居家護理	康寧醫療財團法人附設康寧居家護理所	臺北市內湖區成功路5段420巷26號2樓	02-26345500
居家護理	前瞻居家護理所	臺北市文山區辛亥路4段21巷10號9樓	02-89312545
居家護理	澄歆居家護理所	臺北市文山區景文街1號11樓之7	02-89351193
居家護理	北斗星居家護理所	臺北市文山區景文街42號3樓309Ｒ	02-86638637
居家護理	興隆樂活居家護理所	臺北市文山區興隆路2段96巷2－2號1樓	02-29325217
居家護理	育幸福居家護理所	臺北市北投區大同街301號	02-28958590
居家護理	臺北榮民總醫院附設居家護理所	臺北市北投區石牌路2段201號	02-28712121
居家護理	臺北市立關渡醫院-委託臺北榮民總醫院經營附設居家護理	臺北市北投區知行路225巷12號	02-28587103
居家護理	振興醫療財團法人附設振興居家護理所	臺北市北投區振興街45號	02-28264400
居家護理	基督復臨安息日會醫療財團法人附設臺安居家護理所	臺北市松山區八德路2段400號5樓	02-27718151
居家護理	博仁綜合醫院附設居家護理所	臺北市松山區光復北路66號6樓	02-25782518
居家護理	三軍總醫院松山分院附設民眾診療服務處附設居家護理所	臺北市松山區健康路131號	02-27642151
居家護理	信慈居家護理所	臺北市信義區忠孝東路5段410號7樓	02-87808836
居家護理	財團法人生命連線基金會附設居家護理所	臺北市信義區忠孝東路5段552號15樓	02-77181818
居家護理	財團法人私立台北醫學大學附設醫院附設居家護理所	臺北市信義區莊敬路330號5樓	02-27372181
居家護理	臺北市獨立型態成福居家護理所	臺北市南港區成福路204號4樓之3	02-27850802
居家護理	臺北市獨立型態南港居家護理所	臺北市南港區福德街373巷39號1樓	02-27856997
居家護理	同仁院醫療財團法人附設居家護理所	臺北市萬華區中華路2段606巷6號6樓	02-23059292
居家護理	合康居家護理所	臺北市萬華區和平西路3段396號1樓105室	02-23080680
居家護理	國立台灣大學醫學院附設醫院北護分院附設居家護理所	臺北市萬華區康定路37號	02-23717101
居家護理	財團法人台灣省私立台北仁濟院附設仁濟醫院附設居家護理所	臺北市萬華區廣州街243號	02-23021133
居家護理	醫療財團法人南迴基金會附設居家護理所	臺東縣大武鄉大武村19鄰大武街57號	089-790250
居家護理	臺東縣大武鄉衛生所附設居家護理所	臺東縣大武鄉大武村濱海路100號	089-791325
居家護理	臺東縣太麻里鄉衛生所(附設居家護理所)	臺東縣太麻里泰和村2鄰民權路66號	089-781220
居家護理	安康護理之家	臺東縣台東市中華路三段195號	089-89345865
居家護理	原鄉居家護理所	臺東縣成功鎮三民里廣州街12號	089-850880
居家護理	臺東縣成功鎮衛生所(附設居家護理所)	臺東縣成功鎮忠仁里中山東路64號	089-851419
